loan_id,customer_id,product_type,origination_date,principal_amount,interest_rate,term_months,risk_grade,current_balance,delinquency_bucket,status,months_on_book
4754,3780,Mortgage,2025-09-08,645984.53,0.0583,360.0,B,657841.03,Current,Active,10
4755,3780,Personal Loan,2025-04-21,13484.8,0.1229,36.0,C,7566.61,Current,Active,15
4756,3780,Auto Loan,2022-09-16,24779.48,0.0792,48.0,D,1171.82,Current,Active,46
4757,3781,Auto Loan,2022-10-28,20382.55,0.0704,48.0,A,1271.75,Current,Active,45
4758,3782,Credit Card,2024-12-05,12689.63,0.1784,,C,7056.31,30-59 DPD,Active,19
4759,3782,Personal Loan,2022-07-20,12810.13,0.1299,36.0,C,0.0,Current,Paid Off,48
4760,3784,Mortgage,2025-04-11,514580.17,0.0583,360.0,C,512849.79,Current,Active,15
4761,3784,Personal Loan,2023-04-12,20409.35,0.1629,48.0,B,3639.7,Current,Active,39
4762,3787,Mortgage,2024-09-30,324248.88,0.0692,240.0,C,289182.79,Current,Active,22
4763,3787,Credit Card,2023-08-31,19005.01,0.209,,B,13242.26,90+ DPD,Charged Off,35
4764,3788,Auto Loan,2024-12-24,28364.93,0.0876,48.0,A,17506.95,Current,Active,19
4765,3788,Personal Loan,2023-10-31,17570.83,0.1297,24.0,A,0.0,Current,Paid Off,33
4766,3789,Credit Card,2026-05-19,15896.28,0.2085,,D,7509.73,Current,Active,2
4767,3790,Credit Card,2025-08-19,19203.58,0.1887,,D,9487.39,Current,Active,11
4768,3790,Personal Loan,2025-01-27,14455.08,0.1115,24.0,C,3585.58,Current,Active,18
4769,3791,Credit Card,2025-05-24,3719.01,0.1698,,B,1621.87,Current,Active,14
4770,3791,Personal Loan,2024-03-27,14922.77,0.1755,48.0,C,6111.15,60-89 DPD,Active,28
4771,3792,Personal Loan,2025-09-08,14200.34,0.1102,36.0,D,9547.44,90+ DPD,Active,10
4772,3793,Credit Card,2023-08-28,13456.1,0.2429,,C,6301.8,Current,Active,35
4773,3794,Credit Card,2022-03-13,10590.27,0.2192,,A,2580.33,Current,Active,52
4774,3794,Credit Card,2026-04-06,5776.93,0.2022,,B,2062.83,Current,Active,3
4775,3795,Credit Card,2026-05-17,13982.85,0.2359,,A,7350.73,Current,Active,2
4776,3795,Auto Loan,2024-10-27,37980.9,0.0556,36.0,D,16078.4,Current,Active,21
4777,3796,Credit Card,2024-04-06,10598.02,0.1744,,B,8297.05,Current,Active,27
4778,3797,Personal Loan,2022-09-28,23888.85,0.1228,36.0,B,0.0,Current,Paid Off,46
4779,3798,Personal Loan,2024-05-13,6233.29,0.1812,36.0,A,1612.69,Current,Active,26
4780,3799,Credit Card,2023-12-20,10796.31,0.2513,,C,2194.29,Current,Active,31
4781,3799,Auto Loan,2024-12-17,15662.23,0.0805,60.0,B,10931.32,Current,Active,19
4782,3801,Personal Loan,2025-07-01,15521.29,0.1418,48.0,B,11572.47,Current,Active,12
4783,3801,Auto Loan,2025-12-17,9248.86,0.1027,72.0,A,8520.23,Current,Active,7
4784,3801,Mortgage,2022-03-01,253048.12,0.0628,180.0,B,182352.26,Current,Active,52
4785,3802,Credit Card,2024-07-29,14164.11,0.2507,,A,11609.23,Current,Active,24
4786,3803,Personal Loan,2025-03-16,5599.9,0.1134,24.0,C,1746.05,Current,Active,16
4787,3804,Auto Loan,2024-01-01,8246.11,0.0779,60.0,E,4243.13,Current,Active,30
4788,3804,Personal Loan,2022-01-08,15420.31,0.1523,36.0,C,0.0,Current,Paid Off,54
4789,3805,Personal Loan,2025-11-21,13996.44,0.1256,48.0,B,10691.11,Current,Active,8
4790,3805,Auto Loan,2024-09-29,14326.32,0.0807,36.0,B,5406.71,Current,Active,22
4791,3806,Auto Loan,2023-11-15,35412.24,0.1001,72.0,A,19177.11,Current,Active,32
4792,3806,Personal Loan,2024-09-22,15442.92,0.1276,36.0,A,5863.47,Current,Active,22
4793,3807,Credit Card,2023-01-11,11189.41,0.1785,,A,5995.68,Current,Active,42
4794,3808,Personal Loan,2024-02-21,13516.62,0.1149,48.0,C,5425.03,Current,Active,29
4795,3808,Credit Card,2022-08-04,16452.88,0.2046,,B,6472.3,Current,Active,47
4796,3809,Auto Loan,2023-10-01,26457.94,0.0565,60.0,B,11422.36,Current,Active,33
4797,3810,Mortgage,2022-02-24,541354.84,0.0485,360.0,C,494272.36,90+ DPD,Charged Off,53
4798,3812,Personal Loan,2025-06-25,14962.01,0.1056,36.0,C,9963.36,30-59 DPD,Active,13
4799,3812,Credit Card,2026-05-19,7608.31,0.1797,,E,3384.52,90+ DPD,Active,2
4800,3813,Credit Card,2023-11-12,10437.76,0.2059,,A,3800.15,Current,Active,32
4801,3815,Mortgage,2024-01-15,472033.34,0.0463,180.0,C,182028.53,90+ DPD,Charged Off,30
4802,3816,Credit Card,2025-11-08,12949.11,0.2445,,A,6237.37,Current,Active,8
4803,3817,Personal Loan,2022-09-02,17355.06,0.1,36.0,A,0.0,Current,Paid Off,46
4804,3818,Auto Loan,2022-05-21,43643.49,0.0712,60.0,D,6809.28,Current,Active,50
4805,3819,Personal Loan,2022-03-17,7118.36,0.0945,36.0,A,0.0,Current,Paid Off,52
4806,3821,Personal Loan,2024-03-08,18718.7,0.1669,24.0,C,0.0,Current,Paid Off,28
4807,3821,Personal Loan,2025-02-15,6393.45,0.125,24.0,A,1937.48,Current,Active,17
4808,3821,Mortgage,2022-08-08,404258.6,0.0474,180.0,A,296126.16,Current,Active,47
4809,3822,Credit Card,2026-02-22,13822.56,0.2001,,C,8242.64,Current,Active,5
4810,3822,Credit Card,2022-05-11,19172.37,0.2272,,C,13726.54,90+ DPD,Charged Off,50
4811,3824,Mortgage,2026-05-25,581727.05,0.0592,240.0,B,542690.04,Current,Active,2
4812,3826,Personal Loan,2023-09-18,9360.93,0.1602,36.0,E,5582.06,90+ DPD,Charged Off,34
4813,3826,Mortgage,2022-06-16,131628.13,0.0667,360.0,B,108701.71,Current,Active,49
4814,3827,Mortgage,2024-04-28,184640.17,0.047,240.0,B,148009.85,Current,Active,27
4815,3828,Auto Loan,2025-10-11,39970.15,0.0718,36.0,B,27992.71,Current,Active,9
4816,3828,Credit Card,2022-12-15,7278.97,0.1729,,A,5218.63,Current,Active,43
4817,3830,Personal Loan,2023-03-22,24238.74,0.1358,48.0,C,3663.77,Current,Active,40
4818,3830,Personal Loan,2024-04-07,7542.45,0.0964,24.0,B,0.0,Current,Paid Off,27
4819,3833,Mortgage,2024-10-06,530339.08,0.0542,180.0,A,437992.45,Current,Active,21
4820,3834,Mortgage,2023-04-23,429620.13,0.0626,360.0,C,357588.21,Current,Active,39
4821,3835,Mortgage,2024-04-12,377701.51,0.0684,240.0,C,342945.57,Current,Active,27
4822,3835,Credit Card,2022-10-22,1397.06,0.1963,,D,1177.55,Current,Active,45
4823,3836,Auto Loan,2024-09-30,37230.88,0.0596,48.0,B,18221.17,Current,Active,22
4824,3838,Credit Card,2024-02-20,6560.4,0.2406,,B,3598.02,Current,Active,29
4825,3838,Personal Loan,2022-12-13,3173.2,0.1052,24.0,A,0.0,Current,Paid Off,43
4826,3840,Credit Card,2024-02-27,18325.13,0.2079,,C,11636.77,Current,Active,29
4827,3840,Mortgage,2023-03-21,525845.73,0.067,360.0,D,472267.16,30-59 DPD,Active,40
4828,3840,Personal Loan,2023-11-29,22272.03,0.1435,36.0,E,2539.92,30-59 DPD,Active,32
4829,3841,Credit Card,2025-12-21,18085.38,0.2226,,E,3061.23,60-89 DPD,Active,7
4830,3842,Credit Card,2025-03-17,8508.16,0.2354,,E,1852.88,30-59 DPD,Active,16
4831,3843,Personal Loan,2022-04-28,6130.75,0.1886,36.0,E,0.0,Current,Paid Off,51
4832,3843,Mortgage,2022-08-07,494624.64,0.0653,180.0,C,362837.76,Current,Active,47
4833,3844,Mortgage,2025-03-31,520628.24,0.0593,240.0,B,501975.85,Current,Active,16
4834,3844,Mortgage,2022-12-10,545157.61,0.0659,180.0,B,404747.45,Current,Active,43
4835,3845,Personal Loan,2024-04-07,11135.08,0.1131,36.0,A,2922.88,Current,Active,27
4836,3845,Personal Loan,2025-03-13,19589.83,0.0974,36.0,B,11007.91,Current,Active,16
4837,3846,Personal Loan,2022-06-08,8522.47,0.1252,36.0,C,0.0,Current,Paid Off,49
4838,3847,Mortgage,2023-06-24,528753.11,0.0731,240.0,C,457329.07,Current,Active,37
4839,3847,Credit Card,2023-07-17,10235.86,0.1679,,B,3411.39,Current,Active,36
4840,3848,Personal Loan,2024-03-02,20837.13,0.1725,36.0,E,4744.45,Current,Active,28
4841,3851,Mortgage,2024-10-14,230873.71,0.0711,240.0,B,218111.46,Current,Active,21
4842,3852,Credit Card,2023-05-11,18772.63,0.1948,,A,9692.4,Current,Active,38
4843,3853,Auto Loan,2025-01-05,25402.75,0.0863,48.0,A,15577.43,Current,Active,18
4844,3853,Personal Loan,2024-02-26,12360.06,0.1688,24.0,B,0.0,Current,Paid Off,29
4845,3854,Auto Loan,2024-12-25,37839.38,0.0735,48.0,E,31028.91,90+ DPD,Charged Off,19
4846,3855,Personal Loan,2023-09-21,17067.75,0.1229,24.0,B,0.0,Current,Paid Off,34
4847,3856,Auto Loan,2022-04-09,19858.94,0.0802,36.0,D,0.0,Current,Paid Off,51
4848,3857,Personal Loan,2023-08-08,5227.96,0.0965,36.0,C,265.61,Current,Active,35
4849,3857,Mortgage,2023-05-24,345070.74,0.0693,360.0,A,282514.88,Current,Active,38
4850,3858,Auto Loan,2024-03-29,26054.66,0.0945,36.0,D,5889.04,Current,Active,28
4851,3859,Credit Card,2024-12-02,16531.17,0.1921,,E,14149.83,90+ DPD,Charged Off,19
4852,3860,Auto Loan,2024-11-08,11749.33,0.0812,48.0,B,7161.13,Current,Active,20
4853,3862,Credit Card,2025-10-13,12682.19,0.1756,,C,9477.09,Current,Active,9
4854,3862,Credit Card,2023-06-02,12625.69,0.2256,,C,5970.48,Current,Active,37
4855,3864,Personal Loan,2024-03-07,23644.98,0.1718,36.0,A,5284.95,Current,Active,28
4856,3864,Auto Loan,2024-04-29,33585.24,0.0998,48.0,D,13489.51,Current,Active,27
4857,3864,Auto Loan,2025-04-16,44322.43,0.0871,72.0,C,34332.2,Current,Active,15
4858,3865,Auto Loan,2023-08-07,27462.98,0.0847,72.0,B,13079.25,Current,Active,35
4859,3865,Auto Loan,2024-12-25,22307.02,0.0807,36.0,A,9671.51,Current,Active,19
4860,3866,Auto Loan,2025-12-11,24235.64,0.0569,60.0,B,21081.66,Current,Active,7
4861,3867,Personal Loan,2026-03-26,21459.99,0.1058,48.0,C,19492.56,Current,Active,4
4862,3867,Personal Loan,2023-05-14,3637.51,0.1721,36.0,B,0.0,Current,Paid Off,38
4863,3867,Credit Card,2023-04-06,14300.66,0.166,,A,5511.88,Current,Active,39
4864,3868,Personal Loan,2022-04-30,7305.59,0.117,24.0,C,0.0,Current,Paid Off,51
4865,3868,Credit Card,2024-10-25,7760.73,0.2205,,C,3843.03,Current,Active,21
4866,3868,Auto Loan,2024-03-26,32480.9,0.0693,72.0,A,18671.64,Current,Active,28
4867,3870,Personal Loan,2022-06-02,19230.68,0.1295,48.0,A,0.0,Current,Paid Off,49
4868,3871,Personal Loan,2024-04-07,4968.77,0.1722,36.0,D,1249.49,90+ DPD,Active,27
4869,3871,Auto Loan,2025-11-04,38529.26,0.0878,60.0,B,30066.54,Current,Active,8
4870,3872,Credit Card,2023-01-26,13975.47,0.1705,,B,6696.91,Current,Active,42
4871,3873,Credit Card,2025-03-22,13024.33,0.1923,,A,3800.15,Current,Active,16
4872,3873,Auto Loan,2025-09-25,30256.45,0.1051,36.0,A,21217.22,Current,Active,10
4873,3874,Personal Loan,2024-07-20,23206.95,0.1511,24.0,A,0.0,Current,Paid Off,24
4874,3874,Credit Card,2024-10-25,8100.96,0.2537,,A,5983.83,Current,Active,21
4875,3875,Personal Loan,2026-05-30,23925.85,0.1332,48.0,C,23243.82,Current,Active,2
4876,3875,Mortgage,2024-07-04,631201.65,0.0637,180.0,B,542315.64,Current,Active,24
4877,3877,Auto Loan,2025-07-05,39664.11,0.0966,60.0,B,32546.41,Current,Active,12
4878,3878,Auto Loan,2022-04-11,44355.74,0.0925,72.0,B,13061.7,Current,Active,51
4879,3879,Mortgage,2025-05-01,150266.92,0.0654,360.0,B,133433.2,Current,Active,14
4880,3880,Personal Loan,2022-03-01,10542.51,0.1783,36.0,B,0.0,Current,Paid Off,52
4881,3880,Auto Loan,2024-09-25,43812.34,0.0744,60.0,B,25966.98,Current,Active,22
4882,3882,Mortgage,2023-11-03,323679.79,0.0537,360.0,C,270202.49,Current,Active,32
4883,3883,Auto Loan,2023-09-08,28752.62,0.0881,72.0,C,14395.54,Current,Active,34
4884,3884,Personal Loan,2023-02-09,3082.72,0.1804,24.0,B,0.0,Current,Paid Off,41
4885,3886,Auto Loan,2023-04-27,44527.31,0.0837,36.0,B,0.0,Current,Paid Off,39
4886,3887,Credit Card,2025-07-24,8278.49,0.2341,,A,6763.82,Current,Active,12
4887,3888,Personal Loan,2024-10-03,23161.38,0.1651,48.0,C,12243.66,Current,Active,21
4888,3892,Personal Loan,2023-07-02,15831.8,0.1899,36.0,A,0.0,Current,Paid Off,36
4889,3893,Personal Loan,2024-09-23,20188.06,0.1262,24.0,B,1745.37,Current,Active,22
4890,3893,Auto Loan,2022-05-09,19459.63,0.0508,48.0,B,0.0,Current,Paid Off,50
4891,3893,Credit Card,2024-01-24,16839.95,0.2591,,B,8759.18,Current,Active,30
4892,3894,Credit Card,2023-11-26,13265.35,0.1628,,B,6814.57,Current,Active,32
4893,3894,Credit Card,2024-02-11,8511.72,0.2146,,A,2481.83,Current,Active,29
4894,3895,Auto Loan,2025-08-11,23406.4,0.055,36.0,B,16210.36,Current,Active,11
4895,3897,Personal Loan,2023-08-01,10423.8,0.1816,24.0,B,0.0,Current,Paid Off,35
4896,3900,Mortgage,2023-03-04,190504.09,0.0482,240.0,B,164399.85,Current,Active,40
4897,3900,Credit Card,2023-12-08,18564.62,0.2321,,A,8724.36,Current,Active,31
4898,3902,Credit Card,2024-07-25,19087.38,0.242,,C,6497.73,30-59 DPD,Active,24
4899,3903,Auto Loan,2022-02-04,10412.64,0.0931,60.0,E,1120.29,Current,Active,53
4900,3903,Credit Card,2025-07-27,17042.29,0.2101,,C,1913.69,Current,Active,12
4901,3904,Mortgage,2022-12-19,636060.8,0.0469,360.0,B,509433.79,Current,Active,43
4902,3904,Auto Loan,2025-01-25,12321.44,0.0707,72.0,A,8813.5,Current,Active,18
4903,3905,Mortgage,2022-03-14,191094.81,0.0711,180.0,A,133069.52,Current,Active,52
4904,3905,Auto Loan,2023-02-22,20779.86,0.0642,36.0,A,0.0,Current,Paid Off,41
4905,3906,Personal Loan,2022-04-30,19982.44,0.1452,36.0,A,0.0,Current,Paid Off,51
4906,3906,Mortgage,2023-03-18,608682.54,0.0462,240.0,C,490300.49,Current,Active,40
4907,3907,Auto Loan,2025-07-01,13018.42,0.0794,60.0,C,9748.02,Current,Active,12
4908,3907,Auto Loan,2022-05-20,21269.44,0.068,72.0,B,6481.34,Current,Active,50
4909,3909,Auto Loan,2024-07-31,11850.75,0.0605,72.0,C,7178.42,Current,Active,24
4910,3910,Auto Loan,2023-03-05,26663.94,0.1006,48.0,B,20062.91,90+ DPD,Charged Off,40
4911,3910,Credit Card,2023-10-02,15649.26,0.2051,,A,12045.46,Current,Active,33
4912,3911,Credit Card,2026-05-14,10353.39,0.2582,,C,8640.77,Current,Active,2
4913,3911,Credit Card,2023-04-08,3196.88,0.1812,,D,2145.51,Current,Active,39
4914,3918,Auto Loan,2023-08-19,20607.84,0.0741,72.0,D,10930.9,Current,Active,35
4915,3918,Personal Loan,2025-12-25,7333.7,0.1007,24.0,C,5059.39,Current,Active,7
4916,3919,Credit Card,2023-02-09,1568.42,0.168,,B,906.75,Current,Active,41
4917,3920,Credit Card,2026-03-14,7052.91,0.2421,,B,4419.33,Current,Active,4
4918,3920,Credit Card,2023-06-22,1815.14,0.2058,,C,564.82,Current,Active,37
4919,3921,Auto Loan,2023-03-21,14814.28,0.0899,36.0,D,0.0,Current,Paid Off,40
4920,3924,Credit Card,2024-06-17,19968.4,0.2599,,B,9510.31,Current,Active,25
4921,3925,Personal Loan,2024-06-17,23606.92,0.147,36.0,C,6709.82,Current,Active,25
4922,3925,Credit Card,2022-12-20,19431.53,0.2379,,A,2597.42,Current,Active,43
4923,3926,Auto Loan,2023-06-22,38784.06,0.0861,48.0,B,8594.53,Current,Active,37
4924,3926,Personal Loan,2024-04-22,4733.44,0.1261,48.0,C,2011.12,Current,Active,27
4925,3927,Auto Loan,2024-11-08,27574.27,0.0684,72.0,A,18461.89,Current,Active,20
4926,3928,Credit Card,2023-01-27,6072.39,0.1634,,B,4258.42,90+ DPD,Charged Off,42
4927,3928,Auto Loan,2025-11-07,37277.04,0.0639,48.0,B,30079.17,Current,Active,8
4928,3929,Credit Card,2023-08-24,13148.31,0.1906,,A,7173.24,Current,Active,35
4929,3930,Mortgage,2022-01-28,355331.24,0.0717,360.0,B,305193.78,Current,Active,54
4930,3930,Credit Card,2025-02-23,19270.76,0.2394,,B,4554.38,Current,Active,17
4931,3931,Personal Loan,2025-12-25,11647.77,0.1659,36.0,B,9084.05,30-59 DPD,Active,7
4932,3932,Mortgage,2026-05-08,275439.46,0.057,180.0,C,265931.7,90+ DPD,Active,2
4933,3934,Credit Card,2026-02-23,5437.9,0.205,,A,3209.78,Current,Active,5
4934,3934,Credit Card,2026-03-08,11782.88,0.2382,,B,9306.33,Current,Active,4
4935,3935,Auto Loan,2022-04-12,31172.2,0.0523,36.0,B,0.0,Current,Paid Off,51
4936,3935,Personal Loan,2022-10-10,14779.24,0.1768,36.0,C,0.0,Current,Paid Off,45
4937,3935,Auto Loan,2026-03-12,24690.99,0.0805,60.0,D,23135.22,60-89 DPD,Active,4
4938,3936,Personal Loan,2023-12-14,5076.08,0.1814,48.0,B,1697.81,Current,Active,31
4939,3937,Auto Loan,2025-10-14,44313.4,0.0515,72.0,B,37434.14,Current,Active,9
4940,3938,Auto Loan,2024-10-24,17730.9,0.074,72.0,B,11381.52,Current,Active,21
4941,3939,Auto Loan,2025-08-02,25091.22,0.0617,72.0,A,21539.41,Current,Active,11
4942,3940,Auto Loan,2022-04-16,34517.65,0.0927,60.0,C,5292.18,Current,Active,51
4943,3941,Credit Card,2024-08-04,11457.02,0.2211,,A,3389.76,Current,Active,23
4944,3942,Auto Loan,2025-02-16,29945.99,0.0937,36.0,A,16523.68,Current,Active,17
4945,3943,Credit Card,2023-05-30,11625.25,0.2132,,B,5188.79,90+ DPD,Charged Off,38
4946,3943,Personal Loan,2022-01-17,8817.36,0.104,48.0,B,0.0,Current,Paid Off,54
4947,3944,Auto Loan,2023-10-07,31532.96,0.0872,36.0,A,2705.72,Current,Active,33
4948,3944,Personal Loan,2022-07-24,20005.82,0.1496,24.0,A,0.0,Current,Paid Off,48
4949,3945,Mortgage,2023-07-07,188140.1,0.0614,240.0,A,166142.01,Current,Active,36
4950,3946,Personal Loan,2022-08-28,15947.1,0.1371,24.0,D,0.0,Current,Paid Off,47
4951,3946,Auto Loan,2026-05-23,39431.54,0.1078,36.0,D,36746.6,Current,Active,2
4952,3947,Auto Loan,2023-11-02,24641.62,0.073,36.0,C,2486.93,Current,Active,32
4953,3947,Auto Loan,2022-09-07,11313.89,0.0824,48.0,C,4478.78,90+ DPD,Charged Off,46
4954,3948,Auto Loan,2022-07-11,31098.9,0.0795,48.0,B,0.0,Current,Paid Off,48
4955,3951,Mortgage,2022-09-09,350467.42,0.0735,240.0,A,288019.87,Current,Active,46
4956,3952,Credit Card,2022-10-31,12909.19,0.2284,,B,7841.06,Current,Active,45
4957,3953,Credit Card,2023-09-04,13790.58,0.2511,,C,12944.24,90+ DPD,Charged Off,34
4958,3953,Credit Card,2025-12-19,12558.73,0.1989,,B,10195.99,Current,Active,7
4959,3954,Personal Loan,2024-10-17,18275.28,0.1164,24.0,D,2113.26,30-59 DPD,Active,21
4960,3955,Personal Loan,2025-07-31,17126.0,0.1398,24.0,B,8755.94,Current,Active,12
4961,3956,Personal Loan,2024-03-08,18531.39,0.1867,36.0,B,4264.56,Current,Active,28
4962,3957,Credit Card,2024-07-21,7559.78,0.1781,,A,930.61,Current,Active,24
4963,3958,Auto Loan,2026-03-18,33696.35,0.0903,48.0,C,28412.65,Current,Active,4
4964,3958,Personal Loan,2023-08-16,22083.87,0.1499,48.0,D,6038.61,60-89 DPD,Active,35
4965,3959,Mortgage,2022-05-04,144267.59,0.0727,360.0,C,112155.82,90+ DPD,Charged Off,50
4966,3959,Auto Loan,2022-02-14,44868.96,0.0893,48.0,C,0.0,Current,Paid Off,53
4967,3959,Mortgage,2025-06-03,123326.93,0.0546,180.0,B,111214.87,Current,Active,13
4968,3960,Auto Loan,2026-03-12,17938.6,0.1086,36.0,C,15454.51,Current,Active,4
4969,3960,Credit Card,2022-12-04,2505.26,0.2239,,C,1322.98,30-59 DPD,Active,43
4970,3961,Personal Loan,2023-09-08,23499.57,0.096,36.0,B,1322.66,Current,Active,34
4971,3962,Auto Loan,2023-09-21,38039.87,0.0778,72.0,C,18706.33,Current,Active,34
4972,3963,Credit Card,2026-03-25,9307.41,0.228,,C,5147.11,Current,Active,4
4973,3963,Auto Loan,2023-09-25,28189.36,0.1047,36.0,A,1412.37,Current,Active,34
4974,3964,Auto Loan,2025-09-18,42121.6,0.068,60.0,A,33869.48,Current,Active,10
4975,3965,Credit Card,2023-05-20,15601.03,0.1993,,A,14736.35,90+ DPD,Charged Off,38
4976,3965,Credit Card,2022-11-13,13958.99,0.2238,,C,8410.72,Current,Active,44
4977,3967,Personal Loan,2024-01-20,6378.89,0.164,48.0,B,2389.54,Current,Active,30
4978,3967,Personal Loan,2025-07-12,22553.03,0.1217,24.0,A,11381.9,Current,Active,12
4979,3968,Credit Card,2022-09-23,10243.84,0.2451,,A,1567.8,Current,Active,46
4980,3969,Auto Loan,2023-01-16,37259.94,0.1083,36.0,B,0.0,Current,Paid Off,42
4981,3970,Mortgage,2025-10-29,311245.74,0.0726,180.0,A,282666.26,Current,Active,9
4982,3971,Credit Card,2024-08-24,3583.77,0.2073,,A,2827.73,Current,Active,23
4983,3971,Personal Loan,2023-03-23,6537.18,0.1833,36.0,D,0.0,Current,Paid Off,40
4984,3972,Personal Loan,2026-03-19,10612.35,0.128,48.0,C,9646.16,Current,Active,4
4985,3972,Personal Loan,2025-10-07,21948.53,0.1614,36.0,B,15431.37,Current,Active,9
4986,3973,Auto Loan,2025-05-03,16233.94,0.0592,48.0,C,11179.82,Current,Active,14
4987,3973,Credit Card,2023-01-18,18805.59,0.22,,B,8115.33,Current,Active,42
4988,3974,Personal Loan,2026-04-17,19067.09,0.0991,48.0,B,17141.08,Current,Active,3
4989,3974,Auto Loan,2023-01-29,27573.95,0.101,36.0,B,0.0,Current,Paid Off,42
4990,3977,Mortgage,2024-06-06,229829.02,0.0456,360.0,C,215926.9,Current,Active,25
4991,3978,Personal Loan,2024-07-09,7314.36,0.0985,36.0,B,2454.47,Current,Active,24
4992,3978,Personal Loan,2023-11-27,9717.49,0.0989,24.0,C,0.0,Current,Paid Off,32
4993,3980,Credit Card,2022-11-04,14024.25,0.2459,,D,7232.52,Current,Active,44
4994,3981,Mortgage,2022-06-16,532271.28,0.0519,240.0,D,406341.38,Current,Active,49
4995,3983,Personal Loan,2025-08-21,22994.08,0.149,48.0,C,17096.68,Current,Active,11
4996,3983,Auto Loan,2022-12-29,31114.68,0.0807,60.0,B,9130.77,Current,Active,43
4997,3984,Credit Card,2026-01-05,6476.95,0.2391,,A,3728.02,Current,Active,6
4998,3985,Personal Loan,2026-02-08,10670.67,0.1039,36.0,C,8469.57,Current,Active,5
4999,3985,Credit Card,2025-05-30,1583.83,0.2257,,B,1200.77,Current,Active,14
5000,3986,Credit Card,2022-01-08,7183.92,0.168,,B,6016.71,Current,Active,54
5001,3986,Personal Loan,2024-04-10,7467.52,0.1359,48.0,B,3230.85,Current,Active,27
5002,3987,Personal Loan,2026-01-05,18242.18,0.1864,48.0,B,16728.21,Current,Active,6
5003,3987,Credit Card,2024-04-11,3787.14,0.1971,,B,2170.6,Current,Active,27
5004,3988,Auto Loan,2024-11-26,43873.91,0.0854,72.0,B,28908.53,Current,Active,20
5005,3988,Personal Loan,2024-01-12,19785.38,0.1406,48.0,B,7206.76,Current,Active,30
5006,3989,Personal Loan,2023-04-11,15133.06,0.1619,36.0,C,0.0,Current,Paid Off,39
5007,3989,Credit Card,2025-12-07,4383.54,0.2319,,C,2873.92,Current,Active,7
5008,3990,Auto Loan,2022-10-15,41382.65,0.0605,60.0,B,9566.42,Current,Active,45
5009,3990,Auto Loan,2023-11-14,29887.57,0.064,60.0,A,13576.07,Current,Active,32
5010,3991,Auto Loan,2022-09-17,39030.96,0.0711,72.0,E,30776.77,90+ DPD,Charged Off,46
5011,3991,Personal Loan,2025-06-04,19195.71,0.1635,36.0,C,12124.83,Current,Active,13
5012,3991,Credit Card,2026-02-13,12648.48,0.2219,,D,10241.66,90+ DPD,Active,5
5013,3993,Personal Loan,2022-08-15,15323.02,0.1787,24.0,C,0.0,Current,Paid Off,47
5014,3994,Mortgage,2024-06-04,567806.79,0.045,180.0,E,454453.09,60-89 DPD,Active,25
5015,3995,Personal Loan,2022-08-17,12117.03,0.1803,48.0,E,6125.31,90+ DPD,Charged Off,47
5016,3996,Auto Loan,2023-10-15,9095.36,0.0874,72.0,B,5108.06,Current,Active,33
5017,3997,Personal Loan,2023-08-02,5669.21,0.1136,48.0,D,3113.77,90+ DPD,Charged Off,35
5018,3997,Personal Loan,2023-10-17,11543.22,0.1382,48.0,E,3673.43,60-89 DPD,Active,33
5019,3998,Credit Card,2022-08-07,17491.45,0.2477,,B,9198.28,Current,Active,47
5020,3998,Credit Card,2023-07-23,14624.72,0.1788,,C,3816.67,Current,Active,36
5021,3999,Credit Card,2022-06-18,7838.02,0.1723,,B,2023.73,Current,Active,49
5022,4001,Personal Loan,2024-02-19,23701.86,0.1152,24.0,C,0.0,Current,Paid Off,29
5023,4001,Credit Card,2022-06-26,3921.05,0.2424,,C,1979.31,Current,Active,49
5024,4002,Auto Loan,2025-08-18,14271.36,0.0513,60.0,C,11247.18,Current,Active,11
5025,4002,Auto Loan,2022-01-02,12480.86,0.0665,60.0,A,1174.07,Current,Active,54
5026,4004,Auto Loan,2024-02-20,30647.79,0.0754,48.0,B,12262.9,Current,Active,29
5027,4005,Personal Loan,2024-08-28,22876.29,0.1745,24.0,C,1121.85,60-89 DPD,Active,23
5028,4005,Credit Card,2022-03-03,9496.64,0.1983,,B,4226.33,Current,Active,52
5029,4006,Credit Card,2023-11-23,3009.27,0.218,,B,2334.85,Current,Active,32
5030,4006,Personal Loan,2023-11-23,12123.04,0.1385,24.0,B,0.0,Current,Paid Off,32
5031,4009,Mortgage,2026-01-27,527278.83,0.0636,360.0,C,529314.25,Current,Active,6
5032,4010,Auto Loan,2025-05-12,40246.54,0.0942,60.0,C,31405.58,Current,Active,14
5033,4011,Auto Loan,2022-07-10,29419.52,0.0813,60.0,B,21321.22,90+ DPD,Charged Off,48
5034,4012,Mortgage,2023-07-10,647733.85,0.0634,240.0,B,571790.4,Current,Active,36
5035,4012,Credit Card,2025-07-10,19308.73,0.2329,,A,11365.11,Current,Active,12
5036,4014,Credit Card,2022-05-14,16686.15,0.2275,,B,13862.09,Current,Active,50
5037,4014,Personal Loan,2024-02-02,17586.36,0.1885,36.0,A,3220.64,Current,Active,29
5038,4015,Auto Loan,2022-05-18,9999.28,0.0742,48.0,A,0.0,Current,Paid Off,50
5039,4016,Auto Loan,2022-11-29,41892.54,0.0715,60.0,B,11003.48,Current,Active,44
