customer_id,age,income_bracket,credit_band,region,segment,tenure_years,join_date
4045,65,40k-75k,Excellent,West,Mass Market,8.4,2018-02-05
4046,52,75k-125k,Fair,West,Affluent,1.1,2025-05-26
4047,46,40k-75k,Good,Midwest,Mass Market,4.2,2022-04-19
4048,57,125k-200k,Poor,Midwest,Mass Market,0.2,2026-04-19
4049,48,75k-125k,Poor,West,Mass Market,0.2,2026-04-19
4050,41,75k-125k,Good,Midwest,Affluent,9.5,2016-12-31
4051,69,125k-200k,Fair,West,Mass Market,2.0,2024-07-01
4052,48,200k+,Poor,Northeast,Affluent,1.6,2024-11-24
4053,44,125k-200k,Excellent,Midwest,Mass Market,17.9,2008-08-07
4054,39,40k-75k,Good,Northeast,Mass Market,4.4,2022-02-05
4055,34,125k-200k,Fair,South,Mass Market,4.9,2021-08-07
4056,59,125k-200k,Good,Midwest,Mass Market,18.9,2007-08-07
4057,48,75k-125k,Fair,West,Mass Market,2.1,2024-05-25
4058,47,200k+,Excellent,Northeast,Private Banking,1.3,2025-03-14
4059,39,75k-125k,Fair,Midwest,Mass Market,2.1,2024-05-25
4060,37,125k-200k,Excellent,West,Mass Market,2.6,2023-11-25
4061,25,200k+,Poor,West,Mass Market,14.6,2011-11-25
4062,46,200k+,Excellent,Northeast,Affluent,0.7,2025-10-19
4063,53,40k-75k,Excellent,South,Affluent,23.0,2003-07-02
4064,71,200k+,Good,Northeast,Private Banking,2.8,2023-09-13
4065,48,125k-200k,Excellent,West,Affluent,3.2,2023-04-20
4066,35,125k-200k,Poor,Northeast,Mass Market,2.2,2024-04-19
4067,30,<40k,Good,West,Mass Market,5.6,2020-11-24
4068,43,40k-75k,Good,South,Mass Market,5.3,2021-03-14
4069,53,40k-75k,Good,South,Mass Market,7.4,2019-02-06
4070,62,75k-125k,Fair,West,Mass Market,2.0,2024-07-01
4071,25,75k-125k,Excellent,South,Mass Market,2.4,2024-02-06
4072,52,40k-75k,Good,South,Mass Market,3.8,2022-09-13
4073,27,125k-200k,Excellent,Midwest,Affluent,5.5,2020-12-31
4074,55,75k-125k,Good,West,Mass Market,7.8,2018-09-13
4075,45,200k+,Excellent,Midwest,Private Banking,1.5,2024-12-31
4076,49,125k-200k,Good,South,Private Banking,1.2,2025-04-19
4077,39,<40k,Fair,Northeast,Mass Market,16.1,2010-05-26
4078,32,75k-125k,Fair,South,Mass Market,5.4,2021-02-05
4079,48,75k-125k,Excellent,Northeast,Mass Market,5.5,2020-12-31
4080,34,40k-75k,Poor,Northeast,Mass Market,4.6,2021-11-24
4081,33,125k-200k,Excellent,Midwest,Affluent,4.8,2021-09-12
4082,43,125k-200k,Poor,West,Affluent,1.9,2024-08-07
4083,37,40k-75k,Fair,Northeast,Mass Market,8.6,2017-11-24
4084,36,125k-200k,Good,West,Mass Market,10.8,2015-09-13
4085,39,75k-125k,Good,South,Mass Market,0.7,2025-10-19
4086,47,200k+,Excellent,West,Mass Market,15.0,2011-07-02
4087,74,40k-75k,Good,West,Mass Market,3.7,2022-10-19
4088,50,200k+,Good,Midwest,Affluent,2.0,2024-07-01
4089,21,125k-200k,Excellent,Midwest,Mass Market,11.7,2014-10-19
4090,62,75k-125k,Good,West,Mass Market,2.0,2024-07-01
4091,43,200k+,Good,West,Private Banking,1.7,2024-10-19
4092,44,75k-125k,Good,Northeast,Mass Market,0.8,2025-09-12
4093,29,40k-75k,Good,South,Mass Market,7.6,2018-11-25
4094,55,<40k,Poor,Midwest,Mass Market,0.3,2026-03-14
4095,65,40k-75k,Excellent,South,Mass Market,1.4,2025-02-05
4096,41,125k-200k,Good,Northeast,Affluent,2.0,2024-07-01
4097,35,125k-200k,Poor,Northeast,Mass Market,0.2,2026-04-19
4098,45,125k-200k,Fair,West,Mass Market,5.1,2021-05-26
4099,36,125k-200k,Excellent,West,Mass Market,11.7,2014-10-19
4100,51,75k-125k,Fair,West,Affluent,7.9,2018-08-07
4101,51,40k-75k,Excellent,South,Mass Market,4.7,2021-10-19
4102,47,<40k,Poor,Midwest,Mass Market,1.8,2024-09-12
4103,47,40k-75k,Poor,Northeast,Mass Market,3.9,2022-08-07
4104,30,125k-200k,Good,South,Mass Market,12.1,2014-05-26
4105,41,200k+,Excellent,Northeast,Private Banking,1.1,2025-05-26
4106,60,40k-75k,Good,West,Affluent,9.9,2016-08-07
4107,23,<40k,Poor,West,Mass Market,9.1,2017-05-26
4108,47,75k-125k,Good,West,Mass Market,14.1,2012-05-25
4109,36,75k-125k,Good,South,Mass Market,16.0,2010-07-01
4110,65,40k-75k,Excellent,West,Mass Market,1.1,2025-05-26
4111,29,200k+,Fair,South,Mass Market,4.6,2021-11-24
4112,22,75k-125k,Poor,Northeast,Mass Market,4.0,2022-07-01
4113,80,125k-200k,Good,South,Affluent,7.5,2018-12-31
4114,40,200k+,Fair,West,Private Banking,1.3,2025-03-14
4115,32,125k-200k,Good,South,Mass Market,28.0,1998-07-01
4116,36,125k-200k,Excellent,West,Mass Market,2.7,2023-10-19
4117,57,75k-125k,Fair,South,Mass Market,5.0,2021-07-01
4118,39,75k-125k,Good,Midwest,Mass Market,15.6,2010-11-25
4119,50,40k-75k,Good,Midwest,Mass Market,4.7,2021-10-19
4120,37,75k-125k,Fair,South,Mass Market,3.8,2022-09-13
4121,58,40k-75k,Good,Midwest,Mass Market,0.7,2025-10-19
4122,31,200k+,Good,Midwest,Affluent,1.6,2024-11-24
4123,43,75k-125k,Excellent,Midwest,Affluent,4.2,2022-04-19
4124,38,200k+,Excellent,South,Affluent,3.0,2023-07-02
4125,38,40k-75k,Poor,South,Mass Market,2.1,2024-05-25
4126,34,75k-125k,Fair,Northeast,Mass Market,10.4,2016-02-06
4127,24,200k+,Good,Northeast,Mass Market,2.7,2023-10-19
4128,31,<40k,Poor,Midwest,Mass Market,7.5,2018-12-31
4129,29,75k-125k,Excellent,South,Mass Market,5.9,2020-08-07
4130,50,75k-125k,Good,South,Mass Market,1.4,2025-02-05
4131,41,40k-75k,Poor,South,Mass Market,14.1,2012-05-25
4132,42,40k-75k,Fair,Midwest,Mass Market,1.0,2025-07-01
4133,42,125k-200k,Good,Midwest,Private Banking,4.0,2022-07-01
4134,24,<40k,Fair,Midwest,Mass Market,0.7,2025-10-19
4135,30,75k-125k,Good,West,Mass Market,0.6,2025-11-24
4136,50,40k-75k,Excellent,West,Mass Market,1.2,2025-04-19
4137,34,125k-200k,Excellent,Midwest,Mass Market,0.2,2026-04-19
4138,60,75k-125k,Fair,Midwest,Mass Market,2.4,2024-02-06
4139,54,<40k,Excellent,Midwest,Mass Market,9.0,2017-07-01
4140,54,75k-125k,Good,Midwest,Affluent,3.0,2023-07-02
4141,56,75k-125k,Good,South,Mass Market,0.4,2026-02-05
4142,43,75k-125k,Good,Northeast,Mass Market,1.2,2025-04-19
4143,46,125k-200k,Good,Midwest,Affluent,0.2,2026-04-19
4144,59,125k-200k,Good,Northeast,Affluent,11.7,2014-10-19
4145,51,75k-125k,Good,Northeast,Mass Market,1.6,2024-11-24
4146,46,40k-75k,Poor,South,Mass Market,5.1,2021-05-26
4147,45,125k-200k,Excellent,Northeast,Private Banking,0.9,2025-08-07
4148,47,200k+,Good,West,Affluent,1.9,2024-08-07
4149,50,200k+,Good,Midwest,Affluent,7.6,2018-11-25
4150,63,40k-75k,Fair,Midwest,Mass Market,1.6,2024-11-24
4151,63,125k-200k,Fair,West,Mass Market,4.4,2022-02-05
4152,53,75k-125k,Excellent,South,Mass Market,2.6,2023-11-25
4153,25,75k-125k,Good,South,Mass Market,0.2,2026-04-19
4154,34,40k-75k,Poor,Midwest,Mass Market,4.2,2022-04-19
4155,43,75k-125k,Poor,West,Affluent,0.2,2026-04-19
4156,42,75k-125k,Good,Northeast,Affluent,0.3,2026-03-14
4157,57,125k-200k,Poor,West,Mass Market,0.2,2026-04-19
4158,21,<40k,Fair,Midwest,Mass Market,2.1,2024-05-25
4159,53,75k-125k,Good,Northeast,Affluent,1.5,2024-12-31
4160,51,75k-125k,Fair,West,Mass Market,0.9,2025-08-07
4161,45,40k-75k,Good,Northeast,Mass Market,0.6,2025-11-24
4162,25,200k+,Excellent,Midwest,Affluent,3.0,2023-07-02
4163,82,<40k,Fair,South,Mass Market,2.4,2024-02-06
4164,73,125k-200k,Good,Midwest,Mass Market,0.2,2026-04-19
4165,43,125k-200k,Fair,West,Mass Market,1.5,2024-12-31
4166,43,75k-125k,Fair,Northeast,Affluent,8.9,2017-08-07
4167,66,75k-125k,Excellent,Midwest,Mass Market,9.1,2017-05-26
4168,36,75k-125k,Good,Northeast,Affluent,12.9,2013-08-07
4169,32,75k-125k,Excellent,South,Mass Market,0.5,2025-12-31
4170,41,125k-200k,Good,Northeast,Affluent,5.4,2021-02-05
4171,37,75k-125k,Good,Northeast,Affluent,3.3,2023-03-14
4172,58,125k-200k,Poor,West,Mass Market,6.8,2019-09-13
4173,75,75k-125k,Fair,Northeast,Affluent,1.9,2024-08-07
4174,37,40k-75k,Fair,West,Mass Market,2.3,2024-03-13
4175,67,75k-125k,Fair,South,Mass Market,19.3,2007-03-14
4176,49,125k-200k,Excellent,Midwest,Private Banking,2.3,2024-03-13
4177,44,125k-200k,Good,Northeast,Affluent,0.6,2025-11-24
4178,61,75k-125k,Poor,West,Mass Market,4.7,2021-10-19
4179,48,125k-200k,Fair,Northeast,Affluent,28.0,1998-07-01
4180,52,40k-75k,Poor,South,Mass Market,9.7,2016-10-19
4181,41,125k-200k,Fair,Midwest,Affluent,0.8,2025-09-12
4182,32,75k-125k,Good,Midwest,Mass Market,2.3,2024-03-13
4183,55,<40k,Fair,West,Mass Market,0.2,2026-04-19
4184,41,75k-125k,Excellent,South,Mass Market,0.2,2026-04-19
4185,21,<40k,Poor,South,Mass Market,3.3,2023-03-14
4186,50,125k-200k,Good,West,Affluent,24.8,2001-09-12
4187,29,40k-75k,Good,West,Affluent,0.7,2025-10-19
4188,36,125k-200k,Excellent,Midwest,Affluent,12.1,2014-05-26
4189,49,<40k,Fair,West,Mass Market,2.5,2023-12-31
4190,41,75k-125k,Good,Northeast,Mass Market,1.1,2025-05-26
4191,58,75k-125k,Excellent,Northeast,Mass Market,0.8,2025-09-12
4192,70,125k-200k,Excellent,Midwest,Affluent,2.9,2023-08-07
4193,44,200k+,Fair,Northeast,Affluent,11.0,2015-07-02
4194,41,200k+,Excellent,South,Mass Market,0.3,2026-03-14
4195,45,125k-200k,Good,West,Affluent,0.6,2025-11-24
4196,36,75k-125k,Excellent,Northeast,Mass Market,9.0,2017-07-01
4197,30,40k-75k,Excellent,Midwest,Mass Market,14.5,2011-12-31
4198,36,75k-125k,Excellent,Northeast,Affluent,0.3,2026-03-14
4199,47,125k-200k,Excellent,West,Affluent,5.9,2020-08-07
4200,52,125k-200k,Good,South,Affluent,0.4,2026-02-05
4201,32,125k-200k,Poor,Midwest,Mass Market,5.4,2021-02-05
4202,39,40k-75k,Fair,Northeast,Mass Market,2.3,2024-03-13
4203,22,125k-200k,Excellent,Midwest,Mass Market,0.5,2025-12-31
4204,43,<40k,Excellent,South,Mass Market,0.2,2026-04-19
4205,49,200k+,Fair,Northeast,Affluent,3.3,2023-03-14
4206,70,40k-75k,Fair,West,Mass Market,3.3,2023-03-14
4207,32,40k-75k,Excellent,Midwest,Mass Market,1.3,2025-03-14
4208,21,<40k,Fair,Northeast,Mass Market,2.9,2023-08-07
4209,57,125k-200k,Good,South,Affluent,9.2,2017-04-19
4210,22,75k-125k,Excellent,West,Mass Market,0.9,2025-08-07
4211,37,75k-125k,Good,South,Mass Market,7.7,2018-10-19
4212,51,75k-125k,Fair,South,Mass Market,9.1,2017-05-26
4213,48,125k-200k,Fair,Midwest,Mass Market,11.5,2014-12-31
4214,47,75k-125k,Good,West,Mass Market,3.6,2022-11-25
4215,51,75k-125k,Fair,Northeast,Mass Market,3.9,2022-08-07
4216,51,125k-200k,Fair,Midwest,Mass Market,4.5,2021-12-31
4217,48,75k-125k,Good,Midwest,Affluent,4.6,2021-11-24
4218,70,75k-125k,Good,West,Mass Market,10.6,2015-11-25
4219,45,200k+,Excellent,Midwest,Affluent,1.2,2025-04-19
4220,31,200k+,Good,South,Mass Market,4.2,2022-04-19
4221,46,40k-75k,Fair,West,Mass Market,6.6,2019-11-25
4222,27,125k-200k,Fair,South,Mass Market,0.3,2026-03-14
4223,29,125k-200k,Good,West,Affluent,5.5,2020-12-31
4224,46,40k-75k,Fair,West,Mass Market,0.5,2025-12-31
4225,54,75k-125k,Excellent,South,Mass Market,6.4,2020-02-06
4226,54,<40k,Good,Northeast,Mass Market,6.8,2019-09-13
4227,31,75k-125k,Excellent,South,Mass Market,1.8,2024-09-12
4228,41,125k-200k,Fair,West,Mass Market,0.2,2026-04-19
4229,49,40k-75k,Excellent,South,Affluent,0.8,2025-09-12
4230,65,40k-75k,Good,West,Mass Market,0.3,2026-03-14
4231,61,75k-125k,Excellent,West,Affluent,21.1,2005-05-26
4232,36,40k-75k,Poor,Midwest,Mass Market,8.7,2017-10-19
4233,35,40k-75k,Good,Midwest,Mass Market,2.4,2024-02-06
4234,72,200k+,Fair,West,Private Banking,0.6,2025-11-24
4235,30,125k-200k,Good,South,Mass Market,1.8,2024-09-12
4236,28,75k-125k,Good,South,Mass Market,1.2,2025-04-19
4237,41,125k-200k,Fair,South,Mass Market,14.3,2012-03-13
4238,27,125k-200k,Excellent,West,Mass Market,0.7,2025-10-19
4239,46,<40k,Fair,Northeast,Mass Market,0.3,2026-03-14
4240,30,200k+,Poor,South,Mass Market,12.1,2014-05-26
4241,21,75k-125k,Good,South,Mass Market,7.9,2018-08-07
4242,48,200k+,Fair,South,Private Banking,1.5,2024-12-31
4243,66,200k+,Excellent,Midwest,Affluent,18.8,2007-09-13
4244,62,125k-200k,Good,Northeast,Mass Market,10.2,2016-04-19
4245,76,40k-75k,Excellent,West,Mass Market,11.4,2015-02-06
4246,62,125k-200k,Good,South,Affluent,3.0,2023-07-02
4247,47,125k-200k,Good,West,Mass Market,0.9,2025-08-07
4248,36,75k-125k,Good,West,Mass Market,8.0,2018-07-01
4249,45,40k-75k,Poor,West,Mass Market,0.8,2025-09-12
4250,48,40k-75k,Poor,Northeast,Affluent,4.8,2021-09-12
4251,42,200k+,Excellent,Midwest,Affluent,14.2,2012-04-19
4252,41,200k+,Good,South,Private Banking,0.2,2026-04-19
4253,21,75k-125k,Fair,West,Affluent,0.2,2026-04-19
4254,51,125k-200k,Fair,Midwest,Mass Market,6.2,2020-04-19
4255,37,75k-125k,Poor,South,Mass Market,3.8,2022-09-13
4256,44,75k-125k,Good,West,Mass Market,0.2,2026-04-19
4257,33,75k-125k,Fair,Midwest,Mass Market,4.5,2021-12-31
4258,37,40k-75k,Fair,West,Affluent,0.2,2026-04-19
4259,60,200k+,Poor,Midwest,Mass Market,1.4,2025-02-05
4260,45,<40k,Excellent,Midwest,Mass Market,0.5,2025-12-31
4261,21,75k-125k,Good,Northeast,Mass Market,4.0,2022-07-01
4262,33,75k-125k,Good,West,Affluent,1.3,2025-03-14
4263,48,125k-200k,Fair,Midwest,Mass Market,3.7,2022-10-19
4264,36,200k+,Excellent,Midwest,Affluent,5.1,2021-05-26
4265,44,125k-200k,Excellent,West,Mass Market,4.8,2021-09-12
4266,51,40k-75k,Good,South,Mass Market,2.6,2023-11-25
4267,42,75k-125k,Good,Northeast,Affluent,6.5,2019-12-31
4268,32,75k-125k,Fair,Northeast,Mass Market,0.5,2025-12-31
4269,55,<40k,Good,Northeast,Affluent,17.0,2009-07-01
4270,48,125k-200k,Fair,Northeast,Mass Market,7.4,2019-02-06
4271,53,<40k,Fair,Midwest,Mass Market,1.2,2025-04-19
4272,52,40k-75k,Poor,Midwest,Mass Market,13.9,2012-08-07
4273,41,40k-75k,Excellent,South,Mass Market,7.1,2019-05-26
4274,31,40k-75k,Fair,West,Mass Market,7.4,2019-02-06
4275,46,200k+,Excellent,South,Affluent,1.2,2025-04-19
4276,21,40k-75k,Fair,Northeast,Mass Market,4.1,2022-05-26
4277,37,40k-75k,Fair,Midwest,Mass Market,0.6,2025-11-24
4278,58,75k-125k,Fair,South,Mass Market,6.6,2019-11-25
4279,50,200k+,Good,South,Private Banking,19.6,2006-11-25
4280,37,200k+,Excellent,West,Private Banking,0.2,2026-04-19
4281,75,125k-200k,Excellent,West,Affluent,6.3,2020-03-13
4282,44,40k-75k,Fair,Midwest,Mass Market,9.6,2016-11-24
4283,45,75k-125k,Poor,Midwest,Mass Market,4.5,2021-12-31
4284,31,40k-75k,Excellent,Northeast,Mass Market,0.2,2026-04-19
4285,36,40k-75k,Poor,Northeast,Mass Market,14.6,2011-11-25
4286,53,40k-75k,Fair,Midwest,Mass Market,7.5,2018-12-31
4287,37,200k+,Good,West,Affluent,1.5,2024-12-31
4288,61,<40k,Poor,Northeast,Mass Market,4.0,2022-07-01
4289,51,40k-75k,Good,South,Mass Market,14.3,2012-03-13
4290,50,40k-75k,Fair,Northeast,Mass Market,4.4,2022-02-05
4291,35,40k-75k,Poor,West,Mass Market,3.6,2022-11-25
4292,57,40k-75k,Fair,West,Mass Market,0.6,2025-11-24
4293,43,75k-125k,Good,Northeast,Affluent,23.5,2002-12-31
4294,40,125k-200k,Good,Midwest,Mass Market,0.2,2026-04-19
4295,32,75k-125k,Fair,West,Mass Market,6.2,2020-04-19
4296,51,75k-125k,Poor,Midwest,Mass Market,9.9,2016-08-07
4297,46,125k-200k,Excellent,Northeast,Affluent,1.7,2024-10-19
4298,48,200k+,Excellent,South,Private Banking,18.0,2008-07-01
4299,35,<40k,Excellent,Midwest,Affluent,2.0,2024-07-01
4300,33,40k-75k,Fair,South,Mass Market,0.2,2026-04-19
4301,38,75k-125k,Poor,Midwest,Affluent,6.8,2019-09-13
4302,66,125k-200k,Excellent,West,Affluent,0.2,2026-04-19
4303,43,75k-125k,Good,South,Mass Market,8.3,2018-03-14
4304,44,125k-200k,Fair,South,Mass Market,3.9,2022-08-07
4305,47,125k-200k,Excellent,West,Affluent,0.2,2026-04-19
4306,34,200k+,Fair,Midwest,Affluent,13.1,2013-05-26
4307,35,75k-125k,Good,Northeast,Mass Market,3.9,2022-08-07
4308,45,200k+,Poor,Northeast,Private Banking,7.1,2019-05-26
4309,32,<40k,Good,Midwest,Mass Market,5.0,2021-07-01
4310,41,125k-200k,Fair,South,Mass Market,9.9,2016-08-07
4311,29,40k-75k,Excellent,Northeast,Mass Market,6.2,2020-04-19
4312,21,125k-200k,Fair,West,Mass Market,15.4,2011-02-06
4313,55,40k-75k,Excellent,Midwest,Affluent,2.2,2024-04-19
4314,28,75k-125k,Good,Midwest,Affluent,0.7,2025-10-19
4315,41,40k-75k,Good,Midwest,Mass Market,9.1,2017-05-26
4316,38,40k-75k,Good,West,Mass Market,0.8,2025-09-12
4317,67,125k-200k,Good,Northeast,Mass Market,0.6,2025-11-24
4318,37,75k-125k,Fair,Northeast,Mass Market,4.5,2021-12-31
4319,39,200k+,Good,Northeast,Affluent,16.1,2010-05-26
4320,38,75k-125k,Good,West,Mass Market,0.8,2025-09-12
4321,30,200k+,Good,West,Mass Market,0.8,2025-09-12
4322,42,125k-200k,Excellent,Northeast,Private Banking,2.2,2024-04-19
4323,39,200k+,Fair,West,Affluent,3.4,2023-02-06
4324,50,40k-75k,Good,Northeast,Mass Market,2.9,2023-08-07
4325,42,200k+,Excellent,Northeast,Affluent,0.8,2025-09-12
4326,48,75k-125k,Excellent,South,Mass Market,18.7,2007-10-19
4327,33,200k+,Good,South,Affluent,12.2,2014-04-19
4328,47,200k+,Excellent,Midwest,Private Banking,2.4,2024-02-06
4329,39,75k-125k,Fair,West,Mass Market,5.4,2021-02-05
4330,80,75k-125k,Poor,South,Mass Market,4.4,2022-02-05
4331,46,75k-125k,Good,Midwest,Mass Market,1.5,2024-12-31
4332,44,<40k,Good,South,Mass Market,1.4,2025-02-05
4333,39,200k+,Good,South,Mass Market,26.4,2000-02-06
4334,38,75k-125k,Fair,South,Mass Market,16.7,2009-10-19
4335,22,75k-125k,Good,Northeast,Mass Market,6.0,2020-07-01
4336,55,125k-200k,Excellent,West,Mass Market,2.7,2023-10-19
4337,42,200k+,Good,Northeast,Private Banking,23.6,2002-11-25
4338,37,<40k,Poor,Northeast,Mass Market,10.7,2015-10-19
4339,36,125k-200k,Good,Northeast,Mass Market,3.0,2023-07-02
4340,27,75k-125k,Good,South,Affluent,2.0,2024-07-01
4341,67,200k+,Excellent,West,Affluent,8.8,2017-09-12
4342,78,40k-75k,Poor,West,Mass Market,14.1,2012-05-25
4343,29,200k+,Good,Northeast,Mass Market,1.0,2025-07-01
4344,57,200k+,Excellent,Midwest,Affluent,3.5,2022-12-31
4345,37,75k-125k,Good,Midwest,Mass Market,1.6,2024-11-24
4346,43,40k-75k,Good,Midwest,Mass Market,1.4,2025-02-05
4347,47,75k-125k,Excellent,Midwest,Private Banking,0.6,2025-11-24
4348,52,40k-75k,Excellent,South,Mass Market,10.8,2015-09-13
4349,51,75k-125k,Excellent,Northeast,Affluent,1.4,2025-02-05
4350,43,75k-125k,Poor,Northeast,Mass Market,1.9,2024-08-07
4351,32,75k-125k,Fair,Northeast,Affluent,5.3,2021-03-14
4352,72,40k-75k,Fair,South,Mass Market,3.8,2022-09-13
4353,49,75k-125k,Good,South,Mass Market,0.5,2025-12-31
4354,48,40k-75k,Excellent,West,Affluent,17.9,2008-08-07
4355,53,40k-75k,Fair,Northeast,Mass Market,8.1,2018-05-26
4356,45,75k-125k,Excellent,South,Affluent,10.9,2015-08-07
4357,39,75k-125k,Fair,West,Mass Market,2.5,2023-12-31
4358,37,75k-125k,Excellent,West,Mass Market,12.7,2013-10-19
4359,43,75k-125k,Excellent,Northeast,Affluent,12.9,2013-08-07
4360,44,<40k,Good,Midwest,Affluent,3.3,2023-03-14
4361,21,40k-75k,Poor,South,Mass Market,1.0,2025-07-01
4362,45,200k+,Good,West,Mass Market,0.3,2026-03-14
4363,53,40k-75k,Good,Northeast,Mass Market,5.0,2021-07-01
4364,72,200k+,Good,West,Private Banking,8.7,2017-10-19
4365,40,40k-75k,Good,West,Mass Market,0.2,2026-04-19
4366,46,<40k,Good,Northeast,Mass Market,3.6,2022-11-25
4367,55,40k-75k,Fair,Northeast,Mass Market,10.4,2016-02-06
4368,55,40k-75k,Fair,Northeast,Mass Market,1.1,2025-05-26
4369,35,200k+,Excellent,West,Affluent,0.4,2026-02-05
4370,33,<40k,Fair,South,Mass Market,3.6,2022-11-25
4371,40,125k-200k,Poor,Midwest,Mass Market,3.2,2023-04-20
4372,47,40k-75k,Fair,Midwest,Mass Market,5.5,2020-12-31
4373,36,125k-200k,Fair,Midwest,Mass Market,0.8,2025-09-12
4374,38,40k-75k,Poor,West,Mass Market,3.0,2023-07-02
4375,39,40k-75k,Fair,Northeast,Mass Market,0.3,2026-03-14
4376,61,<40k,Fair,South,Mass Market,0.4,2026-02-05
4377,38,125k-200k,Fair,South,Mass Market,1.3,2025-03-14
4378,58,40k-75k,Good,West,Mass Market,9.2,2017-04-19
4379,41,40k-75k,Poor,South,Mass Market,2.6,2023-11-25
4380,45,75k-125k,Excellent,Midwest,Mass Market,2.8,2023-09-13
4381,58,40k-75k,Fair,Midwest,Mass Market,3.2,2023-04-20
4382,69,40k-75k,Good,West,Mass Market,16.1,2010-05-26
4383,37,75k-125k,Good,South,Affluent,9.4,2017-02-05
4384,54,75k-125k,Fair,Northeast,Mass Market,4.7,2021-10-19
4385,56,75k-125k,Fair,Northeast,Mass Market,3.5,2022-12-31
4386,43,<40k,Poor,West,Mass Market,2.9,2023-08-07
4387,64,200k+,Poor,Northeast,Mass Market,2.8,2023-09-13
4388,39,75k-125k,Fair,Northeast,Mass Market,6.7,2019-10-19
4389,38,40k-75k,Excellent,Midwest,Mass Market,2.6,2023-11-25
4390,34,200k+,Excellent,Midwest,Mass Market,11.2,2015-04-20
4391,71,75k-125k,Excellent,South,Mass Market,5.3,2021-03-14
4392,45,125k-200k,Excellent,West,Affluent,4.1,2022-05-26
4393,57,40k-75k,Fair,Midwest,Mass Market,1.4,2025-02-05
4394,39,75k-125k,Poor,Northeast,Mass Market,11.1,2015-05-26
4395,48,75k-125k,Excellent,South,Affluent,7.9,2018-08-07
4396,32,<40k,Excellent,West,Mass Market,11.8,2014-09-13
4397,38,200k+,Fair,West,Affluent,4.4,2022-02-05
4398,48,40k-75k,Good,South,Mass Market,7.4,2019-02-06
4399,51,75k-125k,Excellent,Midwest,Mass Market,3.7,2022-10-19
4400,55,200k+,Fair,Northeast,Mass Market,1.1,2025-05-26
4401,24,<40k,Poor,West,Mass Market,1.1,2025-05-26
4402,38,200k+,Good,South,Private Banking,3.9,2022-08-07
4403,52,75k-125k,Excellent,Midwest,Mass Market,6.0,2020-07-01
4404,60,40k-75k,Good,Midwest,Mass Market,0.2,2026-04-19
4405,36,40k-75k,Fair,Midwest,Mass Market,4.1,2022-05-26
4406,46,75k-125k,Excellent,West,Mass Market,9.4,2017-02-05
4407,66,125k-200k,Good,Northeast,Mass Market,3.4,2023-02-06
4408,54,125k-200k,Good,Northeast,Mass Market,18.6,2007-11-25
4409,61,40k-75k,Excellent,Northeast,Affluent,3.6,2022-11-25
4410,39,40k-75k,Poor,West,Mass Market,2.8,2023-09-13
4411,47,75k-125k,Fair,South,Affluent,1.2,2025-04-19
4412,46,<40k,Excellent,West,Mass Market,2.7,2023-10-19
4413,44,40k-75k,Poor,South,Mass Market,1.3,2025-03-14
4414,44,40k-75k,Good,South,Mass Market,2.3,2024-03-13
4415,42,75k-125k,Fair,South,Mass Market,22.1,2004-05-25
4416,35,40k-75k,Poor,West,Mass Market,6.0,2020-07-01
4417,39,<40k,Poor,West,Mass Market,2.5,2023-12-31
4418,52,75k-125k,Good,Midwest,Mass Market,1.6,2024-11-24
4419,43,125k-200k,Excellent,South,Affluent,5.4,2021-02-05
4420,43,125k-200k,Fair,West,Affluent,6.2,2020-04-19
4421,38,40k-75k,Fair,West,Mass Market,1.0,2025-07-01
4422,53,200k+,Excellent,Northeast,Affluent,7.6,2018-11-25
4423,33,75k-125k,Good,West,Mass Market,4.6,2021-11-24
4424,49,75k-125k,Good,Midwest,Mass Market,3.2,2023-04-20
4425,49,40k-75k,Good,Midwest,Mass Market,4.7,2021-10-19
4426,29,40k-75k,Good,Midwest,Mass Market,5.2,2021-04-19
4427,44,75k-125k,Excellent,West,Mass Market,4.7,2021-10-19
4428,42,200k+,Excellent,West,Mass Market,9.2,2017-04-19
4429,35,40k-75k,Good,Midwest,Mass Market,4.0,2022-07-01
4430,68,125k-200k,Good,West,Affluent,22.8,2003-09-13
4431,55,40k-75k,Good,West,Mass Market,1.3,2025-03-14
4432,47,125k-200k,Good,West,Affluent,2.1,2024-05-25
4433,21,40k-75k,Poor,Northeast,Mass Market,5.5,2020-12-31
4434,52,75k-125k,Good,Midwest,Mass Market,3.2,2023-04-20
4435,39,200k+,Excellent,Midwest,Mass Market,5.5,2020-12-31
4436,48,40k-75k,Good,Midwest,Mass Market,0.6,2025-11-24
4437,27,40k-75k,Excellent,Northeast,Mass Market,3.2,2023-04-20
4438,27,125k-200k,Good,West,Mass Market,2.7,2023-10-19
4439,34,125k-200k,Poor,South,Mass Market,2.2,2024-04-19
4440,39,40k-75k,Good,South,Mass Market,2.4,2024-02-06
4441,46,40k-75k,Good,West,Private Banking,8.4,2018-02-05
4442,56,75k-125k,Excellent,South,Mass Market,4.5,2021-12-31
4443,44,75k-125k,Excellent,Midwest,Mass Market,5.0,2021-07-01
4444,75,75k-125k,Good,South,Affluent,11.9,2014-08-07
4445,21,125k-200k,Poor,Midwest,Mass Market,1.6,2024-11-24
4446,21,200k+,Excellent,West,Affluent,9.4,2017-02-05
4447,46,125k-200k,Good,South,Mass Market,5.4,2021-02-05
